ma_san_pham,ten_san_pham,gia_ban,gia_goc,phan_loai,mo_ta,diem_trung_binh
422208763,Kem Chống Nắng Pekah Vật Lý Bảo Vệ Khỏi Tia UV 70ml,249000,299000,,"Kem Chống Nắng Pekah Vật Lý Bảo Vệ Khỏi Tia UV 70ml đến từ thương hiệu mỹ phẩm Pekah của Hàn Quốc là sản phẩm kem chống nắng vật lý phù hợp cho da nhạy cảm với công thức lành tính, bảo vệ da khỏi tác hại ánh mặt trời đồng thời nâng tông nhẹ nhàng cho da, làm đều màu da giúp bạn không cần quá tốn nhiều thời gian để trang điểm. 
Kem Chống Nắng Pekah Skin Protect UV Sun Block SPF 50+ PA+++ 70ml hiện đã có mặt tại Hasaki. 
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.7
422204313,Nước Cân Bằng Cocoon Bí Đao Giảm Dầu & Mụn 310ml,235000,295000,"140ml
310ml","Bí đao là loại quả vô cùng quen thuộc trong đời sống của người dân Việt Nam. Thế nhưng không chỉ là một loại quả mát lành giúp giải nhiệt cơ thể trong những ngày hè nóng bức, bí đao còn có nhiều lợi ích cho làn da của chúng ta. Trong quả bí đao rất giàu những thành phần chống oxy hóa và kháng viêm như Vitamin A và C, giúp hỗ trợ làm giảm sưng viêm mụn và ngăn ngừa các tổn thương da do gốc tự do, đồng thời dưỡng da sáng mịn hồng hào. Thường xuyên sử dụng bí đao sẽ giúp tăng sức đề kháng cho làn da, làm mềm và cung cấp dưỡng chất nuôi da khỏe lên mỗi ngày.
Hasaki xin giới thiệu đến các bạn một sản phẩm chăm sóc da độc đáo được chiết xuất từ thành phần bí đao đến từ thương hiệu mỹ phẩm Việt Nam Cocoon – Nước Bí Đao Cân Bằng Da Cocoon Winter Melon Toner. Là bước tiếp nối sau khi dùng Gel Bí Đao Rửa Mặt Cocoon Winter Melon Cleanser, nước bí đao Cocoon với công thức không chứa cồn cùng thành phần giàu các chiết xuất tự nhiên bao gồm chiết xuất bí đao, chiết xuất rau má và tinh dầu tràm trà sẽ giúp cân bằng độ pH cho da, làm sạch sâu lỗ chân lông, giảm dầu thừa và mụn ẩn dưới da hiệu quả. Ngoài ra sản phẩm còn được bổ sung thêm Vitamin B3, HA và chiết xuất cam thảo cung cấp độ ẩm giúp da luôn mịn màng và giảm thiểu các vết đỏ trên da. Nước Bí Đao Cân Bằng Da Cocoon Winter Melon Toner sẽ là sự lựa chọn tuyệt vời cho những làn da dầu bị mụn.
Hiện Nước Bí Đao Cân Bằng Da Cocoon Winter Melon Toner đã có mặt tại Hasaki với 2 dung tích: 
140ml 
310ml








Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.9
222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,141000,298000,"100ml
400ml","Nước Tẩy Trang Bio-Essence Water Micellar Water là sản phẩm tẩy trang dạng nước dành cho da mặt đến từ thương hiệu mỹ phẩm Bio-Essence. Với công nghệ Micellar, sản phẩm giúp làm sạch lớp trang điểm và bụi mịn PM2.5 chỉ trong 1 bước, đồng thời làm dịu da, dưỡng ẩm và hỗ trợ se lỗ chân lông. Công thức không chứa chất tạo màu, tạo mùi, cồn, dầu khoáng, an toàn với làn da.
 

*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422222133,Serum L'Oreal Niacinamide 2% Kiềm Dầu Ban Đêm 30ml,419000,549000,,"Serum L'Oreal Revitalift Hyaluronic Acid Oil Control Kiềm Dầu Ban Đêm 30ml là sản phẩm tinh chất dưỡng da đến từ thương hiệu L'Oreal - Pháp. Sản phẩm với sự kết hợp của phức hợp Hyaluron + Niacinamide + Salicylic Acid sẽ mang tới giải pháp chăm sóc da hiệu quả, một chu trình chuyên gia cho làn da láng mịn, kiềm dầu và thu nhỏ lỗ chân lông chỉ sau một đêm.
Serum Kiềm Dầu L'Oreal Revitalift Hyaluronic Acid Oil Control Ban Đêm 30ml hiện đã có tại Hasaki. 


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
100250033,Miếng Dán Mụn Mayan Ultra Thin Spot 20+4 Miếng,26000,35000,"20 miếng
24 miếng","Miếng Dán Mụn Mayancare thuộc thương hiệu Mayan là sản phẩm miếng dán mụn cấp tốc giúp chăm sóc chuyên biệt dành cho da mụn, với lớp màng siêu mỏng được cấu tạo từ P.U film màu vàng giúp hút hết cặn bã nhờn, dịch bài tiết hoặc mủ có trong mụn, đồng thời làm da thông thoáng, ngăn ngừa vi khuẩn xâm nhập và giảm nguy cơ nhiễm trùng, giúp da nhanh liền sẹo, không để lại sẹo thâm.
Hiện Hasaki đang có 2 loại Miếng Dán Mụn Mayancare cho bạn lựa chọn:
Miếng Dán Mụn Mayan Ultra Thin Spot Plus 20 miếng (12 miếng 1.0cm + 08 miếng 0.8cm)
Miếng Dán Mụn Mayan Ultra Thin Spot 24 miếng (20 miếng 0.8cm + 04 miếng 1.0cm)
Loại da phù hợp:
Sản phẩm phù hợp cho mọi loại da
Giải pháp cho tình trạng da:
Mụn trứng cá, mụn sưng viêm, mụn mủ



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.7
422203182,"Mặt Nạ BNBG Tràm Trà Giúp Thải Độc Da, Giảm Mụn 30ml",23000,38200,"1 Miếng
10 miếng","Mặt Nạ BNBG Tràm Trà Giúp Thải Độc Da, Giảm Mụn 30ml là dòng mặt nạ dưỡng da đến từ thương hiệu mỹ phẩm BNBG của Hàn Quốc, với các thành phần đặc biệt như tràm trà, rau má, hắc diện than và Retinol có khả năng giải quyết mọi tình trạng da đang gặp phải như mụn, da không đều màu, dầu thừa, bã nhờn. Sản phẩm an toàn lành tính trên mọi làn da, mang lại hiệu quả da căng bóng, mịn màng nhanh chóng.
Hiện sản phẩm Mặt Nạ BNBG Vita Tea Tree Healing Face Mask Pack 30ml đã có mặt tại Hasaki với 2 quy cách đóng gói: 
1 Miếng 
10 Miếng
Lưu ý: Hiện Hasaki đang bán song song cả 2 mẫu cũ và mới.






Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.9
204100019,Gel Rửa Mặt Eucerin Cho Da Nhờn Mụn 200ml,295000,369000,"75ml
200ml
400ml","Gel Rửa Mặt Cho Da Dầu Mụn Eucerin ProAcne Solution Cleansing Gel là giải pháp làm sạch sâu hằng ngày cho làn da nhờn mụn đến từ thương hiệu dược mỹ phẩm Eucerin, với công thức dịu nhẹ không chứa xà phòng và hương liệu, chứa 6% Ampho-Tensides giúp loại bỏ bã nhờn dư thừa, làm sạch bụi bẩn trên da và ngăn ngừa mụn hiệu quả, mang lại một làn da sạch khỏe thoáng mịn.





*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422206539,Serum Eucerin Giảm Thâm Mụn Và Dưỡng Sáng Da 40ml,518000,649000,,"Eucerin Acne-Oil Control Pro ACNE Solution Anti-Acne Mark Triple Effect Serum là sản phẩm tinh chất chuyên biệt dành cho da mụn MỚI đến từ thương hiệu dược mỹ phẩm Eucerin, cho hiệu quả làm giảm thâm mụn và dưỡng sáng da chỉ sau 2 tuần sử dụng, đồng thời giúp kiểm soát nhờn, ngăn ngừa lỗ chân lông bít tắc, từ đó ngăn ngừa hình thành mụn.
Tinh Chất Giảm Thâm Mụn Và Dưỡng Sáng Da Eucerin Acne-Oil Control Pro ACNE Solution Anti-Acne Mark Triple Effect Serum 40ml hiện đã có mặt tại Hasaki.

 

Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422205498,"Toner SVR Sebiaclear Dành Cho Da Dầu, Mụn 150ml",313000,390000,,"Nước Cân Bằng SVR Sebiaclear Dành Cho Da Dầu, Mụn 150ml là sản phẩm toner làm sạch mới đến từ thương hiệu dược mỹ phẩm SVR của Pháp, được thiết kế chuyên biệt dành cho làn da dầu, mụn. Công thức được bào chế với 90% thành phần tự nhiên và các thành phần hoạt tính nồng độ cao, giúp chăm sóc và cải thiện các khuyết điểm, làm sạch da và thông thoáng lỗ chân lông, ngăn ngừa và làm giảm mụn. Kết quả mang lại một làn da sạch thoáng, mịn màng và tươi sáng hơn.
Nước Cân Bằng SVR Sebiaclear Micro Peel 150ml hiện đã có mặt tại Hasaki.
 

Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.4
422216270,Nước Tẩy Trang JMsolution Rau Má Cho Da Dầu Mụn 500ml,109000,199000,"500ml
850ml
Mọi Loại Da
Da Thường, Khô
Da Dầu Mụn","Nước Tẩy Trang JMsolution hiện đã có tại Hasaki với 3 phân loại:
Nước Tẩy Trang JMsolution H9 Hyaluronic Acid Ampoule Cleansing Water Mọi Loại Da 500ml, 850ml
Nước Tẩy Trang JMsolution Derma Care Ceramide Cleansing Water Clear Cho Da Thường, Khô 500ml
Nước Tẩy Trang JMsolution Derma Care Centella Cleansing Water Clear Rau Má Cho Da Dầu Mụn 500ml












Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.9
201600081,"Kem Dưỡng Ẩm Vichy Cho Da Khô, Mất Nước & Nhạy Cảm 50ml",829000,1040000,,"Vichy Aqualia Thermal Light Cream là dòng kem dưỡng ẩm dành cho da khô, mất nước và nhạy cảm đến từ thương hiệu Vichy. Sản phẩm sở hữu thế hệ dưỡng ẩm mới với cơ chế Isotonic bù nước, bù khoáng cùng 97% thành phần thiên nhiên (Khoáng núi lửa Vichy, Solium PCA, Đường Mannose, HA) giúp cấp nước sâu cho làn da ẩm mượt suốt 48h bất chấp mọi điều kiện thời tiết. Công thức mới với thành phần tự nhiên hơn, hiệu quả hơn và an toàn hơn cho làn da nhạy cảm.
Kem Dưỡng Ẩm Cho Da Khô, Mất Nước & Nhạy Cảm Vichy Aqualia Thermal Light Cream 50ml hiện đã có mặt tại Hasaki.
 



*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422201090,"Kem Dưỡng Mắt Sur.Medic+ Giảm Nếp Nhăn, Ngăn Lão Hóa 35ml",369000,615000,,"Kem Dưỡng Mắt Sur.Medic+ Giảm Nếp Nhăn, Ngăn Lão Hóa 35ml là dòng kem dưỡng mắt đến từ thương hiệu mỹ phẩm Sur.Medic+ của Hàn Quốc, với thành phần 15 loại Peptide, 3 loại Hyaluronic Acid và chiết xuất vàng, mật ong cung cấp độ ẩm tối ưu giúp vùng da mắt luôn đủ ẩm, hạn chế nếp nhăn, ngăn ngừa tình trạng lão hóa sớm, cải thiện quầng thâm mắt đáng kể.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
